@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 7\nSize of the tree: 9\n','Number of leaves: 11\nSize of the tree: 14\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

balance-scale,2,7,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,563,62,20,42,0,32.258065,67.741935,0,0.152068,0.292903,0.39012,91.528359,97.525598,143.975628,2267.786361,-2123.810733,2.322188,36.577199,-34.255012,27.236295,0.439295,1173.010153,0.692308,9,0.265306,13,0.734694,36,0.307692,4,0.409091,0.692308,0.514286,0.363294,0.792779,0.405855,0.322581,0.170336,0.829664,0.677419,0.303749,0.322581,0.293449,0.142621,0.631847,0.292629,0.292993,0.322581,0.047,0,0.046875,0,46.875,0,13333,40704,6135,96.774194,80.967742,?,?,?,?
balance-scale,2,8,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,563,62,16,46,0,25.806452,74.193548,0,0.070101,0.295484,0.393332,92.334777,98.328461,143.975628,4408.387617,-4264.411989,2.322188,71.103026,-68.780839,25.217961,0.406741,1086.084729,0.769231,10,0.265306,13,0.734694,36,0.230769,3,0.434783,0.769231,0.555556,0.424658,0.815542,0.464405,0.258065,0.187044,0.812956,0.741935,0.251917,0.258065,0.213983,0.061589,0.625494,0.296953,0.210407,0.258065,0.048,0.001,0.046875,0,46.875,0,13357,40704,6135,93.548387,80.322581,?,?,?,?
balance-scale,2,9,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,563,62,12,50,0,19.354839,80.645161,0,-0.009115,0.312258,0.414418,97.576489,103.599743,143.975628,6568.253536,-6424.277908,2.322188,105.939573,-103.617386,16.336326,0.263489,703.571348,0.461538,6,0.306122,15,0.693878,34,0.538462,7,0.285714,0.461538,0.352941,0.133679,0.678964,0.298598,0.193548,0.201712,0.798288,0.806452,0.206912,0.193548,0.183144,-0.002516,0.54425,0.231498,0.180033,0.193548,0.047,0,0.046875,0,46.875,0,13357,40704,6135,90.322581,81.935484,?,?,?,?
balance-scale,2,10,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,563,62,13,49,0,20.967742,79.032258,0,0.01139,0.303871,0.402572,94.955633,100.638573,143.975628,6557.158798,-6413.18317,2.322188,105.760626,-103.438438,20.782934,0.335209,895.077436,0.307692,4,0.326531,16,0.673469,33,0.692308,9,0.2,0.307692,0.242424,-0.016405,0.556515,0.223343,0.209677,0.199065,0.800935,0.790323,0.180184,0.209677,0.190311,-0.002059,0.607024,0.264543,0.192614,0.209677,0.043,0,0.046875,0,46.875,0,13357,40704,6135,90.322581,81.612903,?,?,?,?
balance-scale,3,1,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,562,63,14,49,0,22.222222,77.777778,0,0.02894,0.305397,0.406612,95.432501,101.648499,146.29757,6563.235614,-6416.938043,2.322184,104.178343,-101.856159,21.184125,0.336256,912.355905,0.666667,8,0.333333,17,0.666667,34,0.333333,4,0.32,0.666667,0.432432,0.267542,0.683007,0.287738,0.222222,0.193987,0.806013,0.777778,0.119909,0.222222,0.155197,-0.008882,0.564818,0.243141,0.157075,0.222222,0.047,0,0.046875,0,46.875,0,13345,40635,6204,90.47619,80,?,?,?,?
balance-scale,3,2,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,562,63,18,45,0,28.571429,71.428571,0,0.105678,0.298413,0.397133,93.250052,99.278744,146.29757,2276.278214,-2129.980643,2.322184,36.1314,-33.809217,24.363744,0.386726,1049.295429,0.666667,8,0.196078,10,0.803922,41,0.333333,4,0.444444,0.666667,0.533333,0.409048,0.826797,0.443122,0.285714,0.181008,0.818992,0.714286,0.227261,0.285714,0.247415,0.082284,0.605478,0.270462,0.248008,0.285714,0.05,0.001,0.046875,0,46.875,0,13345,40635,6204,96.825397,80.952381,?,?,?,?
balance-scale,3,3,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,562,63,14,49,0,22.222222,77.777778,0,0.028329,0.311111,0.413041,97.21814,103.255766,146.29757,6570.405539,-6424.107968,2.322184,104.292151,-101.969968,18.154974,0.288174,781.896706,0.5,6,0.333333,17,0.666667,34,0.5,6,0.26087,0.5,0.342857,0.135935,0.669935,0.272529,0.222222,0.194379,0.805621,0.777778,0.215204,0.222222,0.202155,0.023544,0.533732,0.23026,0.203133,0.222222,0.046,0,0.046875,0,46.875,0,13357,40635,6204,90.47619,81.587302,?,?,?,?
balance-scale,3,4,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,562,63,15,48,0,23.809524,76.190476,0,0.048159,0.301587,0.401189,94.242074,100.292732,146.29757,3347.786361,-3201.48879,2.322184,53.139466,-50.817282,21.763462,0.345452,937.306702,0.583333,7,0.27451,14,0.72549,37,0.416667,5,0.333333,0.583333,0.424242,0.257248,0.732843,0.317055,0.238095,0.190252,0.809748,0.761905,0.177376,0.238095,0.1966,0.020048,0.58493,0.258206,0.197078,0.238095,0.049,0,0.046875,0,46.875,0,13357,40635,6204,95.238095,80.952381,?,?,?,?
balance-scale,3,5,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,562,63,20,43,0,31.746032,68.253968,0,0.147309,0.296508,0.394164,92.654839,98.536576,146.29757,4413.87947,-4267.5819,2.322184,70.061579,-67.739395,26.173607,0.415454,1127.242411,0.583333,7,0.235294,12,0.764706,39,0.416667,5,0.368421,0.583333,0.451613,0.297784,0.772876,0.376109,0.31746,0.170401,0.829599,0.68254,0.312531,0.31746,0.30029,0.142992,0.616832,0.27584,0.301075,0.31746,0.043,0,0.046875,0,46.875,0,13345,40635,6204,93.650794,80.952381,?,?,?,?
balance-scale,3,6,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,563,62,17,45,0,27.419355,72.580645,0,0.090909,0.304516,0.405049,95.157237,101.257647,143.975628,7630.101533,-7486.125905,2.322188,123.066154,-120.743966,20.88324,0.336826,899.397373,0.615385,8,0.22449,11,0.77551,38,0.384615,5,0.421053,0.615385,0.5,0.345159,0.718995,0.365277,0.274194,0.182357,0.817643,0.725806,0.227508,0.274194,0.24617,0.072031,0.569141,0.252581,0.242042,0.274194,0.051,0,0.046875,0,46.875,0,13345,40704,6135,88.709677,80.645161,?,?,?,?
balance-scale,3,7,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,563,62,16,46,0,25.806452,74.193548,0,0.073123,0.307742,0.409169,96.165259,102.287681,143.975628,9774.287752,-9630.312124,2.322188,157.649802,-155.327615,20.212709,0.326011,870.51902,0.538462,7,0.265306,13,0.734694,36,0.461538,6,0.35,0.538462,0.424242,0.23787,0.658556,0.30426,0.258065,0.184595,0.815405,0.741935,0.223554,0.258065,0.192135,0.054239,0.553492,0.241209,0.191469,0.258065,0.047,0,0.046875,0,46.875,0,13357,40704,6135,85.483871,80.967742,?,?,?,?
balance-scale,3,8,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,563,62,13,49,0,20.967742,79.032258,0,0.012033,0.305806,0.405924,95.560446,101.476411,143.975628,3350.21932,-3206.243692,2.322188,54.035795,-51.713608,18.657376,0.300925,803.534114,0.461538,6,0.142857,7,0.857143,42,0.538462,7,0.461538,0.461538,0.461538,0.318681,0.788854,0.422126,0.209677,0.197433,0.802567,0.790323,0.239232,0.209677,0.213741,0.024509,0.558901,0.272872,0.213173,0.209677,0.045,0,0.03125,0,31.25,0,13357,40704,6135,95.16129,80.645161,?,?,?,?
balance-scale,3,9,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,563,62,11,51,0,17.741935,82.258065,0,-0.027958,0.309032,0.410114,96.568467,102.523912,143.975628,7634.421833,-7490.446205,2.322188,123.135836,-120.813648,19.024554,0.306848,819.347687,0.615385,8,0.204082,10,0.795918,39,0.384615,5,0.444444,0.615385,0.516129,0.368866,0.824961,0.477158,0.177419,0.20395,0.79605,0.822581,0.122222,0.177419,0.144511,-0.050219,0.517087,0.262273,0.140726,0.177419,0.047,0,0.03125,0,31.25,0,13357,40704,6135,88.709677,80.645161,?,?,?,?
balance-scale,3,10,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,563,62,14,48,0,22.580645,77.419355,0,0.028721,0.309677,0.411057,96.770072,102.759599,143.975628,6565.838498,-6421.86287,2.322188,105.900621,-103.578433,17.951907,0.289547,773.151,0.846154,11,0.408163,20,0.591837,29,0.153846,2,0.354839,0.846154,0.5,0.356593,0.745683,0.354357,0.225806,0.196011,0.803989,0.774194,0.129701,0.225806,0.154989,-0.007571,0.527054,0.227332,0.151822,0.225806,0.043,0,0.03125,0,31.25,0,13357,40704,6135,90.322581,81.290323,?,?,?,?
balance-scale,4,1,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,562,63,12,51,0,19.047619,80.952381,0,-0.01165,0.301587,0.399841,94.242074,99.955879,146.29757,4416.954658,-4270.657087,2.322184,70.110391,-67.788208,22.264589,0.353406,958.889225,0.75,9,0.215686,11,0.784314,40,0.25,3,0.45,0.75,0.5625,0.450737,0.81781,0.448165,0.190476,0.204202,0.795798,0.809524,0.144974,0.190476,0.157785,-0.034233,0.590613,0.278476,0.163294,0.190476,0.046,0,0.046875,0,46.875,0,13357,40635,6204,93.650794,82.539683,?,?,?,?
balance-scale,4,2,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,562,63,15,48,0,23.809524,76.190476,0,0.049953,0.309206,0.41042,96.622927,102.600412,146.29757,9777.684867,-9631.387297,2.322184,155.201347,-152.879163,19.931355,0.316371,858.401692,0.583333,7,0.294118,15,0.705882,36,0.416667,5,0.318182,0.583333,0.411765,0.238229,0.673203,0.299789,0.238095,0.188291,0.811709,0.761905,0.18994,0.238095,0.204065,0.026788,0.538372,0.248628,0.205459,0.238095,0.05,0,0.046875,0,46.875,0,13345,40635,6204,85.714286,80.31746,?,?,?,?
balance-scale,4,3,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,562,63,13,50,0,20.634921,79.365079,0,0.010368,0.304127,0.403634,95.035692,100.904098,146.29757,6560.235614,-6413.938043,2.322184,104.130724,-101.80854,20.854438,0.331023,898.156981,0.666667,8,0.372549,19,0.627451,32,0.333333,4,0.296296,0.666667,0.410256,0.23338,0.753268,0.347109,0.206349,0.196545,0.803455,0.793651,0.136991,0.206349,0.157245,-0.016504,0.577246,0.254139,0.158718,0.206349,0.047,0,0.046875,0,46.875,0,13357,40635,6204,90.47619,80.31746,?,?,?,?
balance-scale,4,4,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,562,63,14,49,0,22.222222,77.777778,0,0.028023,0.305397,0.406378,95.432501,101.589929,146.29757,7631.668573,-7485.371003,2.322184,121.137596,-118.815413,19.953251,0.316718,859.344744,0.75,9,0.215686,11,0.784314,40,0.25,3,0.45,0.75,0.5625,0.450737,0.747549,0.385119,0.222222,0.195948,0.804052,0.777778,0.185506,0.222222,0.192723,0.008702,0.563041,0.244605,0.197156,0.222222,0.044,0,0.03125,0,31.25,0,13345,40635,6204,88.888889,80,?,?,?,?
balance-scale,4,5,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,562,63,12,51,0,19.047619,80.952381,0,-0.01006,0.305397,0.4063,95.432501,101.570398,146.29757,3351.371323,-3205.073753,2.322184,53.19637,-50.874187,19.020124,0.301907,819.156905,0.416667,5,0.196078,10,0.803922,41,0.583333,7,0.333333,0.416667,0.37037,0.203372,0.699346,0.301508,0.190476,0.200672,0.799328,0.809524,0.180656,0.190476,0.183444,-0.011432,0.567728,0.256937,0.184596,0.190476,0.048,0,0.046875,0,46.875,0,13357,40635,6204,95.238095,80,?,?,?,?
balance-scale,4,6,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,563,62,15,47,0,24.193548,75.806452,0,0.049576,0.303226,0.403213,94.754029,100.798698,143.975628,8697.854792,-8553.879164,2.322188,140.287981,-137.965793,21.980554,0.354525,946.656427,0.461538,6,0.22449,11,0.77551,38,0.538462,7,0.352941,0.461538,0.4,0.21631,0.705651,0.334179,0.241935,0.192548,0.807452,0.758065,0.231736,0.241935,0.224501,0.044925,0.572373,0.253315,0.223095,0.241935,0.046,0,0.046875,0,46.875,0,13357,40704,6135,87.096774,80,?,?,?,?
balance-scale,4,7,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,563,62,14,48,0,22.580645,77.419355,0,0.032195,0.304516,0.405526,95.157237,101.377031,143.975628,7629.591758,-7485.61613,2.322188,123.057932,-120.735744,21.368133,0.344647,920.280729,0.692308,9,0.163265,8,0.836735,41,0.307692,4,0.529412,0.692308,0.6,0.482758,0.769231,0.448348,0.225806,0.191929,0.808071,0.774194,0.188394,0.225806,0.202734,0.016764,0.560132,0.266478,0.197905,0.225806,0.043,0,0.03125,0,31.25,0,13357,40704,6135,88.709677,80,?,?,?,?
balance-scale,4,8,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,563,62,15,47,0,24.193548,75.806452,0,0.051741,0.302581,0.402813,94.552424,100.69865,143.975628,3347.049395,-3203.073767,2.322188,53.984668,-51.66248,21.008556,0.338848,904.794511,0.615385,8,0.204082,10,0.795918,39,0.384615,5,0.444444,0.615385,0.516129,0.368866,0.848509,0.461218,0.241935,0.189691,0.810309,0.758065,0.161276,0.241935,0.19141,0.022673,0.566136,0.264217,0.189189,0.241935,0.054,0,0.0625,0,62.5,0,13357,40704,6135,95.16129,80,?,?,?,?
balance-scale,4,9,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,563,62,18,44,0,29.032258,70.967742,0,0.10937,0.301935,0.401127,94.35082,100.277357,143.975628,6557.423461,-6413.447833,2.322188,105.764895,-103.442707,22.212697,0.358269,956.654329,0.692308,9,0.387755,19,0.612245,30,0.307692,4,0.321429,0.692308,0.439024,0.249123,0.687598,0.312801,0.290323,0.181751,0.818249,0.709677,0.265783,0.290323,0.244737,0.097374,0.581353,0.268286,0.245578,0.290323,0.042,0,0.046875,0,46.875,0,13357,40704,6135,90.322581,80.967742,?,?,?,?
balance-scale,4,10,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,563,62,16,46,0,25.806452,74.193548,0,0.068887,0.308387,0.409406,96.366863,102.34679,143.975628,4425.067317,-4281.091689,2.322188,71.372053,-69.049866,18.504754,0.298464,796.960996,0.461538,6,0.204082,10,0.795918,39,0.538462,7,0.375,0.461538,0.413793,0.239516,0.749608,0.36308,0.258065,0.189493,0.810507,0.741935,0.167489,0.258065,0.201184,0.042993,0.527525,0.239258,0.198053,0.258065,0.046,0,0.046875,0,46.875,0,13357,40704,6135,93.548387,80.645161,?,?,?,?
balance-scale,5,1,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,562,63,23,40,0,36.507937,63.492063,0,0.205799,0.292698,0.39036,91.464413,97.585682,146.29757,5478.897392,-5332.599822,2.322184,86.966625,-84.644442,27.57715,0.437733,1187.690092,0.615385,8,0.22,11,0.78,39,0.384615,5,0.421053,0.615385,0.5,0.348637,0.736154,0.352519,0.365079,0.158021,0.841979,0.634921,0.348636,0.365079,0.349433,0.198972,0.643922,0.319639,0.344835,0.365079,0.045,0,0.046875,0,46.875,0,13345,40635,6204,92.063492,80.31746,?,?,?,?
balance-scale,5,2,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,562,63,14,49,0,22.222222,77.777778,0,0.025876,0.304762,0.405048,95.234096,101.257391,146.29757,5491.312429,-5345.014859,2.322184,87.163689,-84.841506,20.117657,0.319328,866.425327,0.538462,7,0.22,11,0.78,39,0.461538,6,0.388889,0.538462,0.451613,0.28528,0.729231,0.350948,0.222222,0.195163,0.804837,0.777778,0.181344,0.222222,0.194872,0.009005,0.570265,0.252577,0.190214,0.222222,0.044,0,0.03125,0.015625,31.25,15.625,13357,40635,6204,92.063492,80,?,?,?,?
balance-scale,5,3,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,562,63,19,44,0,30.15873,69.84127,0,0.123062,0.307302,0.408637,96.027714,102.1547,146.29757,9776.94953,-9630.651959,2.322184,155.189675,-152.867491,20.712321,0.328767,892.036273,0.692308,9,0.14,7,0.86,43,0.307692,4,0.5625,0.692308,0.62069,0.513486,0.791538,0.477579,0.301587,0.178058,0.821942,0.698413,0.283769,0.301587,0.270348,0.114337,0.553971,0.276303,0.265619,0.301587,0.045,0,0.03125,0,31.25,0,13357,40635,6204,85.714286,80.31746,?,?,?,?
balance-scale,5,4,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,562,63,16,47,0,25.396825,74.603175,0,0.063271,0.309206,0.41042,96.622927,102.600412,146.29757,7637.008423,-7490.710853,2.322184,121.222356,-118.900172,17.981136,0.285415,774.409868,0.615385,8,0.28,14,0.72,36,0.384615,5,0.363636,0.615385,0.457143,0.284706,0.775385,0.364757,0.253968,0.190047,0.809953,0.746032,0.196288,0.253968,0.216154,0.041891,0.53761,0.234663,0.211041,0.253968,0.045,0,0.046875,0,46.875,0,13357,40635,6204,88.888889,81.269841,?,?,?,?
balance-scale,5,5,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,562,63,18,45,0,28.571429,71.428571,0,0.102848,0.304762,0.405518,95.234096,101.374882,146.29757,6563.990501,-6417.692931,2.322184,104.190325,-101.868142,22.100795,0.350806,951.834948,0.615385,8,0.2,10,0.8,40,0.384615,5,0.444444,0.615385,0.516129,0.372104,0.733077,0.362811,0.285714,0.182185,0.817815,0.714286,0.230789,0.285714,0.252769,0.087008,0.570174,0.256902,0.246456,0.285714,0.056,0,0.0625,0,62.5,0,13357,40635,6204,90.47619,80,?,?,?,?
balance-scale,5,6,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,563,62,16,46,0,25.806452,74.193548,0,0.074026,0.300645,0.399839,93.947611,99.95518,143.975628,6555.498648,-6411.52302,2.322188,105.733849,-103.411662,23.280903,0.375498,1002.659709,0.583333,7,0.2,10,0.8,40,0.416667,5,0.411765,0.583333,0.482759,0.339486,0.7725,0.388657,0.258065,0.185003,0.814997,0.741935,0.218574,0.258065,0.235038,0.054489,0.589174,0.263082,0.239027,0.258065,0.045,0,0.046875,0,46.875,0,13357,40704,6135,90.322581,80.967742,?,?,?,?
balance-scale,5,7,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,563,62,16,46,0,25.806452,74.193548,0,0.075527,0.304516,0.404969,95.157237,101.237736,143.975628,3350.634358,-3206.65873,2.322188,54.04249,-51.720302,20.68488,0.333627,890.854441,0.5,6,0.14,7,0.86,43,0.5,6,0.461538,0.5,0.48,0.349388,0.791667,0.415269,0.258065,0.183779,0.816221,0.741935,0.215521,0.258065,0.226637,0.053351,0.565145,0.273645,0.232437,0.258065,0.045,0,0.046875,0,46.875,0,13357,40704,6135,95.16129,80.967742,?,?,?,?
balance-scale,5,8,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V 5 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20170918.1334,563,62,16,46,0,25.806452,74.193548,0,0.075826,0.296774,0.39456,92.737985,98.635514,143.975628,4410.387617,-4266.411989,2.322188,71.135284,-68.813097,24.822897,0.400369,1069.070168,0.416667,5,0.3,15,0.7,35,0.583333,7,0.25,0.416667,0.3125,0.098601,0.6825,0.282466,0.258065,0.182962,0.817038,0.741935,0.230556,0.258065,0.231875,0.060719,0.618292,0.268972,0.236237,0.258065,0.046,0,0.046875,0,46.875,0,13357,40704,6135,93.548387,80.322581,?,?,?,?
